WKT,municipio_colonia
"MULTIPOLYGON (((-110.940116199623 31.2801556602601,-110.940423598576 31.2794595527524,-110.940698021998 31.2789977558746,-110.940945777048 31.2784528657235,-110.941074897369 31.2781669734984,-110.941240758827 31.2776299758638,-110.941278077236 31.2771299768856,-110.941911558613 31.2734386698908,-110.941994207182 31.2725081340858,-110.942092970695 31.2720663883307,-110.942142360827 31.2718314158414,-110.942470994536 31.2713004756831,-110.9428463066 31.270996247822,-110.944047891852 31.2700497379126,-110.944793951322 31.2694774608296,-110.94382658125 31.2686754719588,-110.943593039789 31.268468964851,-110.943581867407 31.2683956828128,-110.943697213068 31.2682609995276,-110.944068415888 31.2675567757089,-110.944596173751 31.2666025940127,-110.944918224739 31.2660509209747,-110.945355396438 31.265478145024,-110.946147791038 31.2646082823942,-110.946804082836 31.2639581944388,-110.947358063959 31.2633375758266,-110.947741577784 31.2628348034883,-110.948605454553 31.2630043630253,-110.948574137589 31.2631199598267,-110.948060908456 31.2648251134314,-110.947868493086 31.2654801810734,-110.947706812328 31.2661175741059,-110.947658512692 31.2663348278372,-110.947408207757 31.267118903127,-110.947069584637 31.2677063698138,-110.948482681163 31.2685264739505,-110.949014719729 31.2684778148549,-110.949655274443 31.2683337937726,-110.948989736783 31.2693867158935,-110.94873994357 31.2698928407763,-110.948543214201 31.2703282380124,-110.948367123811 31.2706622988823,-110.948107749349 31.2711944259192,-110.947515723263 31.272002731001,-110.947177931811 31.2726163741904,-110.947094539696 31.272954174133,-110.947063875184 31.2730855526745,-110.947217084056 31.2732395364265,-110.947720018687 31.2734826765568,-110.94791215816 31.2735179893893,-110.948210118589 31.2735088372137,-110.948681905481 31.2733922828889,-110.949028500363 31.2733533892905,-110.949209844907 31.2733886965769,-110.949260773023 31.2734957957725,-110.949112702386 31.2735476158856,-110.948761254593 31.2736385059533,-110.948340886338 31.2737603730059,-110.947900288911 31.2739602565501,-110.947487585754 31.2741963879908,-110.947393500005 31.2742495257954,-110.947016002925 31.2744626919403,-110.946645334537 31.2748449227651,-110.946945658584 31.2756366344509,-110.947530321132 31.2766348238324,-110.947550630226 31.2767429343534,-110.947220675251 31.2769153896237,-110.946167017448 31.2772877564351,-110.945896245157 31.2774204964714,-110.945715649208 31.277649224583,-110.945595208248 31.2778761317961,-110.945620739044 31.2783116078025,-110.94556275803 31.2787122447604,-110.945418288888 31.2791787611379,-110.945308383039 31.2797617946356,-110.945168395181 31.2803466611716,-110.945000276697 31.2810012716312,-110.944591338454 31.2810319880744,-110.943192020343 31.2810575745796,-110.94230234306 31.2815415704339,-110.942193148914 31.2813925099988,-110.94177636057 31.2810402109979,-110.941187787073 31.2807204574498,-110.940116199623 31.2801556602601)))","Nogales, Zona Industrial"
"MULTIPOLYGON (((-111.737819154373 30.7371964872352,-111.737940957234 30.7392891517004,-111.738007723311 30.7400335039439,-111.738642572804 30.7400747174288,-111.738670539778 30.7412665358516,-111.738679339328 30.7413383460757,-111.738721349184 30.7423605037012,-111.738778170629 30.7433156481634,-111.73878394247 30.7433888208241,-111.738769498118 30.7435979898482,-111.738796429675 30.7436910958377,-111.738808456305 30.7438522323825,-111.738774328913 30.7443697036636,-111.738363540473 30.7444873679039,-111.738019826262 30.7446462944072,-111.738017621686 30.7447915043672,-111.737999107019 30.7449733129343,-111.736627919957 30.7461547369851,-111.73453441344 30.7468670328481,-111.732987254441 30.7472877985334,-111.730226652077 30.7481067961776,-111.725894617552 30.7493053523075,-111.720045094908 30.7507965269195,-111.718236203168 30.744037760407,-111.716907085759 30.7395414610898,-111.737819154373 30.7371964872352)))","Oquitoa, Centro"
"MULTIPOLYGON (((-109.239231437369 29.0621955383206,-109.238202828539 29.0610685540733,-109.23810960994 29.059128998087,-109.238154528323 29.0583502951731,-109.238411841232 29.0570945584398,-109.238871975533 29.0570728555872,-109.239301758835 29.0570525773143,-109.240125382269 29.0569190439712,-109.240423879142 29.0568706431009,-109.241626535227 29.0567770903097,-109.242624802137 29.0566994258461,-109.242869507996 29.0566803873755,-109.242859439112 29.062221021361,-109.239231437369 29.0621955383206)))","Sahuaripa, Atardeceres"
"MULTIPOLYGON (((-109.236999201125 29.0536661622599,-109.239066895579 29.0534919059476,-109.239222311831 29.05464011019,-109.238430864003 29.0546606972538,-109.237156892969 29.0544672010681,-109.237083353477 29.0540936397667,-109.236999201125 29.0536661622599)))","Sahuaripa, German Pablo"
"MULTIPOLYGON (((-109.237481324512 29.063643577124,-109.232659890518 29.0642222789787,-109.232652861633 29.0633662443103,-109.23213959656 29.0630446165254,-109.23174117454 29.061305939059,-109.22984651849 29.0618581716759,-109.229659982254 29.0611182130948,-109.229904910026 29.0598426603323,-109.230648072004 29.0597986705039,-109.230270680606 29.0558485619774,-109.230474913105 29.0526221022182,-109.231149553914 29.0530586244998,-109.232077450883 29.0532946841316,-109.232349025151 29.0525346893096,-109.232495722848 29.0515331559809,-109.232571008146 29.0511149464658,-109.232584483972 29.0496377321573,-109.232546365368 29.0487582128887,-109.232472843137 29.0478782272182,-109.232410634178 29.0477895376959,-109.232357275929 29.0472391660709,-109.232309862135 29.0467501144467,-109.232303973118 29.0466743094307,-109.233526919245 29.0465348950841,-109.233596242632 29.0464780003069,-109.233751361058 29.0466193119344,-109.233903611247 29.046757165838,-109.234266627157 29.0465151969587,-109.235214081942 29.0464209022349,-109.23565816903 29.0478602742195,-109.236098263069 29.0490250857586,-109.236788150836 29.0502999293468,-109.237084145427 29.0512645898291,-109.235677190545 29.0518408694399,-109.236163014188 29.0528690281541,-109.236430806616 29.0529411736114,-109.236368889971 29.0535198738906,-109.236999201125 29.0536661622599,-109.237083353477 29.0540936397667,-109.237156892969 29.0544672010681,-109.238430864003 29.0546606972538,-109.239222311831 29.05464011019,-109.239314900129 29.0553199660708,-109.240052776389 29.0553067672795,-109.241535774576 29.0548534417985,-109.241744533821 29.0553365630339,-109.241712636224 29.0556406598623,-109.241636425654 29.0565933036289,-109.241626535227 29.0567770903097,-109.240423879142 29.0568706431009,-109.240125382269 29.0569190439712,-109.239301758835 29.0570525773143,-109.238871975533 29.0570728555872,-109.238411841232 29.0570945584398,-109.238154528323 29.0583502951731,-109.23810960994 29.059128998087,-109.238202828539 29.0610685540733,-109.239231437369 29.0621955383206,-109.240735239755 29.0650996136826,-109.240483071915 29.0651730566664,-109.239271971406 29.0653253435152,-109.239173499686 29.0651578903301,-109.239058924601 29.06496305118,-109.23871764657 29.0644664816871,-109.238001838587 29.0645439128055,-109.237481324512 29.063643577124)))","Sahuaripa, Sahuaripa"
"MULTIPOLYGON (((-110.233971685241 29.864968873785,-110.234493527959 29.8636206987738,-110.235813658157 29.8620955043703,-110.236808113306 29.8625066912955,-110.237178818638 29.8620363528633,-110.237613092961 29.8615613352605,-110.238327683592 29.861862023656,-110.238879231019 29.862072649743,-110.239618890251 29.8623551061322,-110.239279031689 29.8626203552306,-110.23913339522 29.8626958038407,-110.239606471039 29.8627732032489,-110.239761455812 29.8628594902389,-110.240230814928 29.8629683553337,-110.240920581795 29.8631238726029,-110.239643127495 29.8659447480784,-110.237755278267 29.8655824635165,-110.236334222109 29.8651852148866,-110.235701687947 29.8649856850218,-110.234942406529 29.8647844619382,-110.234731654415 29.8648245001928,-110.233971685241 29.864968873785)))","San Felipe de Jesús, 10 de Mayo"
"MULTIPOLYGON (((-110.240327648775 29.857861193139,-110.242398913667 29.8536728475917,-110.244229043767 29.8538731456633,-110.242161275011 29.8584482606581,-110.242033577144 29.8584330648542,-110.241742761267 29.8583577346258,-110.241542208901 29.8583274176575,-110.241542626463 29.8582297859535,-110.24147119445 29.8581644541864,-110.241097521625 29.8580649705843,-110.24107392811 29.8580987706015,-110.240697435587 29.8579749013049,-110.240327648775 29.857861193139)))","San Felipe de Jesús, 3 de Mayo"
"MULTIPOLYGON (((-110.235813658157 29.8620955043703,-110.240327648775 29.857861193139,-110.240697435587 29.8579749013049,-110.24107392811 29.8580987706015,-110.241097521625 29.8580649705843,-110.24147119445 29.8581644541864,-110.241542626463 29.8582297859535,-110.241542208901 29.8583274176575,-110.241742761267 29.8583577346258,-110.242033577144 29.8584330648542,-110.242161275011 29.8584482606581,-110.240920581795 29.8631238726029,-110.240230814928 29.8629683553337,-110.239761455812 29.8628594902389,-110.239606471039 29.8627732032489,-110.23913339522 29.8626958038407,-110.239279031689 29.8626203552306,-110.239618890251 29.8623551061322,-110.238879231019 29.862072649743,-110.238327683592 29.861862023656,-110.237613092961 29.8615613352605,-110.237178818638 29.8620363528633,-110.236808113306 29.8625066912955,-110.235813658157 29.8620955043703)))","San Felipe de Jesús, 5 de Febrero"
"MULTIPOLYGON (((-109.739944799068 28.5967785576966,-109.739376238867 28.5965224849084,-109.739449616135 28.5962463042997,-109.739230987884 28.5961973696213,-109.738360066402 28.5965351743084,-109.738180205317 28.5965774724255,-109.738000904322 28.5965728718243,-109.738055993138 28.5963274378197,-109.738048184641 28.5963272199485,-109.738040377221 28.5963270029304,-109.737848163893 28.5963132571964,-109.737388039484 28.5962741996185,-109.737383127219 28.5962945021443,-109.73732722221 28.5965255617283,-109.737323901066 28.5965255308692,-109.73710167214 28.5965000099225,-109.737151125879 28.5962540882559,-109.736726403366 28.5962180331182,-109.736820556961 28.5958436918412,-109.736992794849 28.5958834041061,-109.737482886755 28.5959498379619,-109.737548871409 28.5954865138636,-109.737236603616 28.5954928681184,-109.736780009887 28.5956799210641,-109.736115551062 28.5959250558755,-109.73639355583 28.5946354837064,-109.735947628726 28.5946835219507,-109.735669180865 28.5949154373577,-109.735559635617 28.5946330020072,-109.735834831967 28.5943951934566,-109.736574743392 28.5937949944965,-109.737608779434 28.5938487219064,-109.737634662412 28.5938164637581,-109.739346767865 28.5916825808529,-109.740000247635 28.591719813843,-109.740029784374 28.5916025055363,-109.740348415354 28.5916201225059,-109.740339098307 28.5916642904768,-109.740080300152 28.5929950145077,-109.739917453438 28.5938323404041,-109.74019394476 28.5937117027892,-109.740237224268 28.5948172410016,-109.739928263895 28.5949946976993,-109.740208526864 28.5956677309737,-109.739963258773 28.5960664003476,-109.739880654124 28.5959837425605,-109.739867473607 28.5960215394131,-109.739812448144 28.5961793236565,-109.740053100724 28.5963310601355,-109.740248762815 28.5963563296611,-109.740168638669 28.5966692441723,-109.739985676727 28.5966255604208,-109.739944799068 28.5967785576966)))","San Javier, San Javier"
"MULTIPOLYGON (((-109.745069115833 29.2935715985803,-109.745007873052 29.2925341302544,-109.743196045332 29.2925818993486,-109.742371848925 29.2920617937939,-109.741594277829 29.2922877931914,-109.740714083328 29.2911570984031,-109.740412181097 29.2914735548349,-109.739210171818 29.2909626135544,-109.739499490719 29.290294165908,-109.739061007187 29.2900481306421,-109.738495300331 29.2902750096289,-109.738180705225 29.2901194277299,-109.736057694647 29.2901358564556,-109.736262779943 29.2896153005218,-109.735744432248 29.2895813675476,-109.735805809268 29.289078804816,-109.733757550486 29.2878015426823,-109.736183660403 29.2826976626014,-109.736928644863 29.2830420136827,-109.737755600274 29.2831078842604,-109.738367886862 29.283578110276,-109.73888442351 29.2837571528488,-109.740798461149 29.2851782088918,-109.741700562155 29.2863187854553,-109.743606847775 29.2874784811936,-109.744221318377 29.2877745356879,-109.744937364324 29.2878876991309,-109.74646102981 29.2851347045996,-109.747186915851 29.2853447076501,-109.747569137522 29.2858005885081,-109.749155941719 29.2850814017873,-109.750316395557 29.2857610555256,-109.750802296316 29.2919627426525,-109.750174997908 29.2931678272597,-109.749145901954 29.2928422926155,-109.748876912478 29.293229384112,-109.74630281149 29.2937483037768,-109.745069115833 29.2935715985803)))","San Pedro de la Cueva, San Pedro de La Cueva"
"MULTIPOLYGON (((-111.111071876462 30.5491785953631,-111.111781909322 30.5484631843502,-111.112046126192 30.5479498000683,-111.11221973976 30.5476611646193,-111.112449212958 30.5473591283224,-111.112635439734 30.5470561826523,-111.112807368219 30.5465739964,-111.113300723134 30.545484383356,-111.11340347869 30.5452706630327,-111.113792079228 30.5443569228468,-111.114083632063 30.5443869461079,-111.11432098145 30.5445986877005,-111.114690618084 30.5449213327896,-111.115289816318 30.5454389025561,-111.116025232297 30.5460976478103,-111.115279789018 30.5467659582867,-111.11487130852 30.5469749889729,-111.114173013085 30.547477033905,-111.114029857727 30.5475794348921,-111.113126133599 30.5482777243815,-111.1123650222 30.5489310524798,-111.111460892492 30.5494474046599,-111.111071876462 30.5491785953631)))","Santa Ana, 3 Imagenes"
"MULTIPOLYGON (((-111.116081352859 30.5356835801595,-111.117008066428 30.5342288515233,-111.117345335595 30.5336445922129,-111.117698980355 30.5333845970516,-111.118191366727 30.5337266991367,-111.117887955142 30.5341050392851,-111.117749076996 30.5343775282567,-111.117980076983 30.5345385865041,-111.118221462937 30.5347283056113,-111.118453563017 30.5349404303387,-111.119046148869 30.5354902871295,-111.11963699844 30.534939472147,-111.120327878697 30.5352890223595,-111.120984011804 30.5356539540703,-111.121705336711 30.5360026959377,-111.122259578746 30.5363302871557,-111.122879512983 30.5367325844466,-111.121661716889 30.537740814756,-111.12111273203 30.5382406051981,-111.120632506375 30.5380361238097,-111.120028478783 30.5375278337591,-111.119494956484 30.5370639489331,-111.118917453037 30.5365809155969,-111.11821685204 30.537151640129,-111.11795282692 30.5373707682598,-111.117418172467 30.5368654520027,-111.116808848161 30.5362750431358,-111.116081352859 30.5356835801595)))","Santa Ana, Bella Vista"
"MULTIPOLYGON (((-111.116025232297 30.5460976478103,-111.116842388945 30.5452196820865,-111.117731550325 30.5444855989547,-111.118609165613 30.5437546258135,-111.119576768754 30.543006318414,-111.120210213173 30.5424538572214,-111.121107856203 30.5417358350403,-111.121991139713 30.5409557876526,-111.122160402922 30.5411061805253,-111.12220724689 30.5411507241774,-111.12230555098 30.5412441992948,-111.12296982211 30.541875838465,-111.123787141986 30.5412038911787,-111.123878406105 30.5411449294154,-111.12443098819 30.5416625013707,-111.125006893489 30.5421766842991,-111.125555635047 30.5427211693978,-111.126135451133 30.5432454367547,-111.125238499401 30.5439561641849,-111.124341589658 30.5447106216457,-111.123425204893 30.5454449052771,-111.122761229905 30.5459955909053,-111.121877861091 30.5467298329349,-111.120984787116 30.5474842628949,-111.120134427635 30.5482150977258,-111.119196652052 30.5489914244414,-111.118589587809 30.5484335092753,-111.118021437064 30.5479058340655,-111.117433870435 30.547388266385,-111.116873518765 30.5468706724709,-111.116266493291 30.5463228386272,-111.116025232297 30.5460976478103)))","Santa Ana, Centro"
"MULTIPOLYGON (((-111.119632372349 30.5492904452544,-111.119196652052 30.5489914244414,-111.120134427635 30.5482150977258,-111.120984787116 30.5474842628949,-111.121877861091 30.5467298329349,-111.122761229905 30.5459955909053,-111.123425204893 30.5454449052771,-111.124341589658 30.5447106216457,-111.125238499401 30.5439561641849,-111.126135451133 30.5432454367547,-111.127075101515 30.5425001767638,-111.127607249887 30.5429782254338,-111.127861199101 30.5432311377342,-111.128117541182 30.5430862224843,-111.128529360646 30.5429445173187,-111.129798993074 30.5419171533677,-111.129911486479 30.5417488275519,-111.130738473239 30.5410751449531,-111.131238413744 30.541530290967,-111.13147723091 30.5413668832402,-111.132251802158 30.5424480291119,-111.130615479239 30.5438945454087,-111.130201974896 30.5442600750469,-111.127883916573 30.5457366600804,-111.125251822612 30.5467653215045,-111.124838450574 30.5479641260791,-111.124663178936 30.5484724137046,-111.125388334379 30.5501538539234,-111.123342369642 30.5521743714513,-111.122288179808 30.551573161038,-111.121840716403 30.5512236955188,-111.121315341548 30.5507363668582,-111.120531549782 30.5500629811237,-111.119632372349 30.5492904452544)))","Santa Ana, Del Rio"
